driver_id,week,month,hard_brakes_per_100km,hard_accels_per_100km,speeding_per_100km,sharp_turns_per_100km,phone_use_per_100km,high_severity_events,total_events_per_100km,fuel_per_100km,co2_kg,co2_per_km,idle_time_pct,idle_fuel_pct,idle_during_delivery_pct,daily_steps,daily_floors,daily_lifting_events,avg_package_weight_kg,daily_walk_minutes,total_km,total_hours,daily_hours,daily_km,trips_per_day,night_driving_pct,n_working_days,age,experience_years,shift,region,has_eco_training,has_safety_training,total_events_per_100km_trend,fuel_per_100km_trend,daily_hours_trend,daily_steps_trend,co2_per_km_trend
D038,17,4,3.18,3.18,1.67,2.34,0.84,12,12.37,17.96,248.26,0.4149,43.6,13.8,34.0,2353,55.3,5.0,7.0,19.4,598.3,14.5,4.8,199.4,11.0,0.0,3,44,2,day,northeast,False,True,-0.120000000000001,-1.4299999999999997,1.5999999999999996,253.0,-0.03310000000000002
D038,18,4,1.13,4.91,3.02,1.89,1.13,2,13.59,23.31,142.64,0.5385,89.5,29.4,31.6,2622,52.7,7.0,6.7,21.6,264.9,8.5,2.8,88.3,7.7,0.0,3,44,2,day,northeast,False,True,0.1899999999999995,5.119999999999997,-0.8000000000000003,321.0,0.1184
D038,19,5,1.83,3.94,1.97,3.09,1.69,11,14.34,19.04,312.75,0.4398,64.5,19.3,34.2,1945,34.3,5.2,5.9,16.0,711.1,19.2,3.2,118.5,8.0,0.0,6,44,2,day,northeast,False,True,0.5700000000000003,1.4600000000000009,-0.8999999999999995,-835.0,0.0338
D038,20,5,3.25,2.85,3.25,3.25,1.22,6,14.23,17.14,97.34,0.3959,33.2,11.8,33.3,1685,28.0,6.5,7.6,13.9,245.9,6.5,3.2,123.0,8.5,0.0,2,44,2,day,northeast,False,True,0.8200000000000003,-0.39000000000000057,-1.3999999999999995,-763.0,-0.009000000000000008
D038,21,5,4.86,2.78,2.78,2.08,1.39,6,14.58,20.2,134.42,0.4667,64.7,21.9,47.4,2002,35.3,3.0,6.1,16.5,288.0,8.2,2.7,96.0,8.0,0.0,3,44,2,day,northeast,False,True,2.210000000000001,2.2399999999999984,-2.0999999999999996,-351.0,0.05180000000000001
D038,22,5,3.41,3.2,1.07,2.13,0.64,8,11.51,16.3,176.62,0.3765,53.0,14.8,33.3,1823,49.0,4.2,5.9,15.0,469.1,11.9,3.0,117.3,8.2,0.0,4,44,2,day,northeast,False,True,-2.08,-7.009999999999998,0.20000000000000018,-799.0,-0.16199999999999998
D038,23,6,3.08,3.62,2.95,2.41,1.21,8,14.46,18.62,321.23,0.4302,70.3,22.0,32.7,1891,54.7,4.0,5.7,15.6,746.7,18.7,3.1,124.4,8.0,0.0,6,44,2,day,northeast,False,True,0.120000000000001,-0.41999999999999815,-0.10000000000000009,-54.0,-0.009599999999999997
D038,24,6,3.2,2.74,2.51,1.83,0.0,7,11.65,22.56,228.25,0.5212,88.5,28.2,34.4,3095,76.0,5.5,5.9,25.5,437.9,13.3,3.3,109.5,8.5,0.0,4,44,2,day,northeast,False,True,-2.58,5.419999999999998,0.09999999999999964,1410.0,0.12530000000000002
D038,25,6,2.65,2.18,1.09,4.83,0.31,10,11.99,18.22,270.22,0.4209,44.5,14.9,30.1,1847,46.4,4.2,6.1,15.3,642.0,17.5,3.5,128.4,9.0,0.0,5,44,2,day,northeast,False,True,-2.59,-1.9800000000000004,0.7999999999999998,-155.0,-0.04580000000000001
D038,26,6,3.41,2.37,1.93,2.81,0.59,8,12.0,19.55,304.8,0.4515,52.1,18.0,31.7,2552,59.2,5.0,5.9,21.1,675.1,19.3,3.9,135.0,9.8,0.0,5,44,2,day,northeast,False,True,0.4900000000000002,3.25,0.8999999999999999,729.0,0.07500000000000001
D039,1,1,2.22,0.4,2.01,2.01,0.6,2,9.46,18.59,213.26,0.4294,90.1,24.2,36.0,2326,49.5,4.8,6.0,19.2,496.6,13.3,3.3,124.2,8.8,0.0,4,51,1,day,northeast,True,False,,,,,
D039,2,1,1.67,0.21,1.25,1.88,0.21,3,7.51,19.86,219.84,0.4588,105.3,31.0,43.0,1550,27.5,3.0,5.4,12.8,479.2,13.0,3.2,119.8,7.2,0.0,4,51,1,day,northeast,True,False,,,,,
D039,3,1,1.31,1.31,0.78,1.83,0.26,3,7.06,27.06,238.92,0.6251,168.8,45.2,30.9,2413,42.0,5.5,6.6,19.9,382.2,11.6,2.9,95.6,7.0,0.0,4,51,1,day,northeast,True,False,,,,,
D039,4,1,3.94,0.99,1.48,1.23,0.25,6,11.59,23.15,216.93,0.5348,109.6,33.1,37.0,3168,56.7,7.3,6.2,26.1,405.6,11.8,3.9,135.2,10.0,0.0,3,51,1,day,northeast,True,False,,,,,
D039,5,1,2.07,0.69,1.72,0.69,0.69,6,9.12,24.06,322.89,0.5558,149.5,36.9,43.8,1915,42.0,5.4,6.4,15.8,580.9,14.4,2.9,116.2,7.2,0.0,5,51,1,day,northeast,True,False,-0.34000000000000163,5.469999999999999,-0.3999999999999999,-411.0,0.12639999999999996
D039,6,2,2.68,1.24,3.09,1.85,0.62,5,12.15,28.03,314.46,0.6474,215.9,50.5,35.5,2196,47.2,3.6,5.4,18.1,485.7,13.4,2.7,97.1,8.2,0.0,5,51,1,day,northeast,True,False,4.640000000000001,8.170000000000002,-0.5,646.0,0.1886
D039,7,2,2.76,0.55,1.29,1.29,0.0,4,8.64,22.07,277.22,0.5099,97.1,31.0,37.3,1480,31.2,3.8,6.0,12.3,543.7,15.9,3.2,108.7,7.8,0.0,5,51,1,day,northeast,True,False,1.580000000000001,-4.989999999999998,0.30000000000000027,-933.0,-0.11519999999999997
D039,8,2,2.91,1.32,0.79,1.06,0.53,5,9.27,23.87,208.13,0.5513,147.0,38.3,36.0,1950,60.5,3.8,5.3,16.1,377.5,9.9,2.5,94.4,7.2,0.0,4,51,1,day,northeast,True,False,-2.3200000000000003,0.7200000000000024,-1.4,-1218.0,0.01649999999999996
D039,9,3,2.95,0.54,0.8,1.61,0.54,5,7.77,14.79,127.58,0.3417,96.1,37.3,25.0,1350,24.0,3.0,6.4,11.1,373.4,9.6,3.2,124.5,6.0,0.0,3,51,1,day,northeast,True,False,-1.3499999999999996,-9.27,0.30000000000000027,-565.0,-0.21409999999999996
D039,10,3,3.6,2.0,2.4,1.2,0.4,2,10.81,27.72,159.88,0.6403,230.8,54.2,35.4,2115,48.5,2.5,5.9,17.4,249.7,8.3,2.1,62.4,5.8,0.0,4,51,1,day,northeast,True,False,-1.3399999999999999,-0.3100000000000023,-0.6000000000000001,-81.0,-0.007099999999999995
D039,11,3,2.44,0.87,2.26,1.91,0.7,6,9.92,23.63,313.77,0.5459,164.8,45.6,37.1,2292,54.7,4.7,6.4,18.9,574.8,16.5,2.8,95.8,7.3,0.0,6,51,1,day,northeast,True,False,1.2799999999999994,1.5599999999999987,-0.40000000000000036,812.0,0.03600000000000003
D039,12,3,2.72,1.48,0.99,1.48,0.25,8,8.89,21.89,409.72,0.5058,130.8,39.3,36.7,2419,52.7,6.3,6.4,20.0,810.1,23.3,3.9,135.0,10.5,0.0,6,51,1,day,northeast,True,False,-0.379999999999999,-1.9800000000000004,1.4,469.0,-0.045499999999999985
D039,13,3,2.28,0.81,1.61,1.48,0.4,10,8.73,23.42,402.68,0.5411,139.0,40.9,35.8,2461,65.0,6.7,6.4,20.3,744.2,22.0,3.7,124.0,8.7,0.0,6,51,1,day,northeast,True,False,0.9600000000000009,8.630000000000003,0.5,1111.0,0.19940000000000002
D039,14,4,2.33,0.91,1.72,1.52,0.91,13,8.5,17.79,406.05,0.4109,87.8,26.8,33.0,1715,39.4,3.9,5.9,14.2,988.3,26.0,3.7,141.2,8.6,0.0,7,51,1,day,northeast,True,False,-2.3100000000000005,-9.93,1.6,-400.0,-0.2294
D039,15,4,2.89,2.01,1.76,2.26,0.88,16,11.45,22.25,408.55,0.5139,134.4,38.3,30.6,2652,66.8,5.4,5.9,21.8,795.0,21.7,4.3,159.0,11.2,0.0,5,51,1,day,northeast,True,False,1.5299999999999994,-1.379999999999999,1.5,360.0,-0.03200000000000003
D039,16,4,4.36,1.09,2.03,2.65,0.47,6,13.09,19.33,286.46,0.4464,94.8,29.7,39.3,2718,56.3,6.5,6.7,22.4,641.7,18.8,3.1,106.9,9.0,0.0,6,51,1,day,northeast,True,False,4.199999999999999,-2.5600000000000023,-0.7999999999999998,299.0,-0.05940000000000001
D039,17,4,2.19,1.87,2.66,2.5,1.09,5,14.37,19.93,294.69,0.4603,106.6,34.4,31.7,2719,60.8,5.2,6.0,22.4,640.2,17.6,3.5,128.0,8.8,0.0,5,51,1,day,northeast,True,False,5.639999999999999,-3.490000000000002,-0.20000000000000018,258.0,-0.08080000000000004
D039,18,5,2.65,1.33,2.21,1.62,0.88,5,10.76,20.98,328.76,0.4848,115.7,39.5,33.9,2618,70.0,6.2,6.1,21.5,678.2,20.9,3.5,113.0,8.3,0.0,6,51,1,day,northeast,True,False,2.26,3.1900000000000013,-0.20000000000000018,903.0,0.07390000000000002
D039,19,5,2.81,2.39,2.11,1.83,1.27,13,13.36,18.77,308.18,0.4335,101.8,31.9,39.7,1802,47.0,2.8,5.8,14.8,710.9,19.4,3.2,118.5,7.0,0.0,6,51,1,day,northeast,True,False,1.9100000000000001,-3.4800000000000004,-1.0999999999999996,-850.0,-0.08040000000000003
D039,20,5,2.75,1.73,2.24,1.73,0.41,10,11.02,15.84,358.63,0.3659,79.9,26.6,36.1,1450,34.3,4.0,6.1,12.0,980.1,21.9,3.7,163.4,7.8,0.0,6,51,1,day,northeast,True,False,-2.0700000000000003,-3.4899999999999984,0.6000000000000001,-1268.0,-0.08050000000000002
D039,21,5,3.92,1.31,2.74,2.09,0.13,8,13.2,18.86,333.54,0.4358,99.6,32.4,36.4,1832,30.0,3.8,5.9,15.1,765.4,19.6,3.9,153.1,8.4,0.0,5,51,1,day,northeast,True,False,-1.17,-1.0700000000000003,0.3999999999999999,-887.0,-0.024499999999999966
D039,22,5,3.09,0.59,2.36,1.62,0.74,5,10.61,18.03,282.79,0.4165,107.8,33.4,35.8,2544,53.6,4.6,6.0,20.9,678.9,17.3,3.5,135.8,8.4,0.0,5,51,1,day,northeast,True,False,-0.15000000000000036,-2.9499999999999993,0.0,-74.0,-0.06830000000000003
D039,23,6,1.81,1.51,1.51,2.11,0.0,4,9.06,26.88,205.75,0.621,154.4,45.8,37.1,4190,88.0,8.0,6.3,34.4,331.3,11.1,3.7,110.4,11.0,0.0,3,51,1,day,northeast,True,False,-4.299999999999999,8.11,0.5,2388.0,0.1875
D039,24,6,2.92,1.75,1.94,2.14,0.78,9,12.06,18.52,220.03,0.4278,96.2,29.3,37.8,1801,49.0,2.7,5.9,14.8,514.3,15.7,2.6,85.7,7.0,0.0,6,51,1,day,northeast,True,False,1.040000000000001,2.6799999999999997,-1.1,351.0,0.06190000000000001
D039,25,6,1.98,2.37,2.18,2.57,0.79,7,11.86,20.9,244.1,0.4827,114.2,37.1,35.4,1972,36.0,3.2,5.3,16.3,505.7,14.7,3.7,126.4,8.8,0.0,4,51,1,day,northeast,True,False,-1.3399999999999999,2.039999999999999,-0.19999999999999973,140.0,0.0469
D039,26,6,2.21,1.65,2.48,2.21,0.96,9,12.41,23.07,386.65,0.533,148.7,41.7,32.4,2024,42.0,4.7,5.8,16.7,725.4,19.8,3.3,120.9,8.3,0.0,6,51,1,day,northeast,True,False,1.8000000000000007,5.039999999999999,-0.20000000000000018,-520.0,0.11650000000000005
D040,1,1,0.85,0.28,0.28,0.14,0.14,2,2.54,15.15,248.39,0.3499,57.9,24.9,29.6,2454,66.7,5.3,5.9,20.2,709.8,19.4,3.2,118.3,9.0,0.0,6,33,0,day,northeast,False,False,,,,,
D040,2,1,0.46,0.23,0.23,0.23,0.46,2,1.84,15.73,158.26,0.3633,58.4,24.4,30.9,2247,56.5,3.5,5.8,18.5,435.6,12.8,3.2,108.9,8.2,0.0,4,33,0,day,northeast,False,False,,,,,
D040,3,1,0.47,0.16,0.16,0.31,0.31,0,2.03,14.16,209.59,0.3271,42.7,18.6,38.5,2123,55.7,5.3,6.0,17.5,640.8,16.7,2.8,106.8,7.5,0.0,6,33,0,day,northeast,False,False,,,,,
D040,4,1,0.39,0.39,0.26,0.39,0.0,0,2.36,13.49,237.35,0.3116,38.8,16.3,33.0,2020,46.3,4.9,6.3,16.6,761.6,20.6,2.9,108.8,7.7,0.0,7,33,0,day,northeast,False,False,,,,,
D040,5,2,0.58,0.47,0.0,0.12,0.0,3,2.11,14.13,279.16,0.3265,49.1,20.3,32.1,2571,56.3,5.9,5.9,21.2,855.0,22.8,3.3,122.1,8.7,0.0,7,33,0,day,northeast,False,False,-0.43000000000000016,-1.0199999999999996,0.09999999999999964,117.0,-0.023399999999999976
D040,6,2,0.32,0.0,0.16,0.32,0.0,0,1.92,14.77,213.81,0.3413,49.8,22.2,35.8,2307,47.6,5.0,6.1,19.0,626.5,17.2,3.4,125.3,8.4,0.0,5,33,0,day,northeast,False,False,0.07999999999999985,-0.9600000000000009,0.19999999999999973,60.0,-0.02200000000000002
D040,7,2,0.88,0.0,0.0,0.0,0.0,1,2.11,14.75,194.04,0.3407,57.7,25.2,31.7,2162,47.2,5.2,6.7,17.8,569.6,16.1,3.2,113.9,8.0,0.0,5,33,0,day,northeast,False,False,0.08000000000000007,0.5899999999999999,0.40000000000000036,39.0,0.013600000000000001
D040,8,2,0.0,0.46,0.15,0.3,0.3,0,2.13,14.21,215.94,0.3283,54.1,21.8,36.3,2373,47.2,5.8,6.4,19.6,657.7,17.0,3.4,131.5,8.8,0.0,5,33,0,day,northeast,False,False,-0.22999999999999998,0.7200000000000006,0.5,353.0,0.016699999999999993
D040,9,3,0.95,0.27,0.14,0.27,0.14,0,2.71,11.49,195.47,0.2653,35.1,18.2,37.0,1650,49.2,3.4,5.8,13.6,736.7,18.6,3.7,147.3,8.8,0.0,5,33,0,day,northeast,False,False,0.6000000000000001,-2.6400000000000006,0.40000000000000036,-921.0,-0.06120000000000003
D040,10,3,0.44,0.0,0.0,0.15,0.29,3,1.89,13.33,212.34,0.308,42.6,22.2,37.1,2290,35.1,4.6,5.9,18.9,689.5,20.4,2.9,98.5,8.0,0.0,7,33,0,day,northeast,False,False,-0.030000000000000027,-1.4399999999999995,-0.5,-17.0,-0.033299999999999996
D040,11,3,0.81,0.2,0.0,0.4,0.0,1,1.61,11.96,136.89,0.2763,42.8,20.2,25.8,2032,35.5,4.5,6.2,16.8,495.4,12.4,3.1,123.8,8.5,0.0,4,33,0,day,northeast,False,False,-0.4999999999999998,-2.789999999999999,-0.10000000000000009,-130.0,-0.06440000000000001
D040,12,3,0.49,0.0,0.16,0.16,0.16,2,1.62,10.57,150.82,0.2443,36.8,17.7,35.1,1356,34.4,4.2,6.0,11.2,617.4,15.1,3.0,123.5,8.0,0.0,5,33,0,day,northeast,False,False,-0.5099999999999998,-3.6400000000000006,-0.3999999999999999,-1017.0,-0.08399999999999999
D040,13,3,0.3,0.44,0.0,0.3,0.0,2,1.63,13.98,217.76,0.3229,57.0,25.7,35.4,1921,45.7,3.6,6.0,15.8,674.5,18.4,2.6,96.4,7.4,0.0,7,33,0,day,northeast,False,False,-1.08,2.49,-1.1,271.0,0.05760000000000004
D040,14,4,0.47,0.28,0.28,0.19,0.09,2,2.26,12.47,305.27,0.288,44.4,20.7,39.4,2390,56.3,6.7,6.8,19.7,1059.8,26.9,4.5,176.6,9.5,0.0,6,33,0,day,northeast,False,False,0.3699999999999999,-0.8599999999999994,1.6,100.0,-0.020000000000000018
D040,15,4,0.57,0.1,0.57,0.38,0.1,4,2.48,12.14,294.27,0.2804,37.4,16.4,36.9,2199,39.1,5.1,6.3,18.1,1049.4,25.4,3.6,149.9,9.1,0.0,7,33,0,day,northeast,False,False,0.8699999999999999,0.17999999999999972,0.5,167.0,0.0040999999999999925
D040,16,4,0.37,0.37,0.18,0.37,0.18,1,2.01,14.1,177.85,0.3257,59.7,27.0,42.3,2294,36.4,3.6,5.4,18.9,546.0,14.7,2.9,109.2,7.8,0.0,5,33,0,day,northeast,False,False,0.3899999999999997,3.5299999999999994,-0.10000000000000009,938.0,0.0814
D040,17,4,0.45,0.45,0.11,0.11,0.0,2,1.79,12.01,247.86,0.2774,44.6,20.3,37.7,2150,36.3,5.9,6.5,17.7,893.5,24.6,3.5,127.6,9.1,0.0,7,33,0,day,northeast,False,False,0.16000000000000014,-1.9700000000000006,0.8999999999999999,229.0,-0.04550000000000004
D040,18,5,0.18,0.18,0.37,0.55,0.0,1,2.57,12.96,163.29,0.2994,36.1,18.3,32.9,1928,58.8,2.4,5.3,15.9,545.4,15.9,3.2,109.1,8.0,0.0,5,33,0,day,northeast,False,False,0.31000000000000005,0.4900000000000002,-1.2999999999999998,-462.0,0.011400000000000021
D040,19,5,0.49,0.49,0.16,0.66,0.0,4,3.3,14.22,199.26,0.3285,44.1,25.1,37.3,2780,73.7,4.7,6.0,22.9,606.5,20.7,3.4,101.1,8.7,0.0,6,33,0,day,northeast,False,False,0.8199999999999998,2.08,-0.20000000000000018,581.0,0.04810000000000003
D040,20,5,0.79,0.3,0.1,0.4,0.2,3,2.28,13.63,317.72,0.3148,54.6,24.7,37.9,3007,59.7,7.7,6.2,24.8,1009.4,28.8,4.8,168.2,10.8,0.0,6,33,0,day,northeast,False,False,0.27,-0.46999999999999886,1.9,713.0,-0.010899999999999965
D040,21,5,0.48,0.32,0.16,0.48,0.0,1,2.08,12.69,183.16,0.2932,41.0,22.4,40.7,2099,50.4,5.2,6.8,17.3,624.6,18.4,3.7,124.9,8.2,0.0,5,33,0,day,northeast,False,False,0.29000000000000004,0.6799999999999997,0.20000000000000018,-51.0,0.015800000000000036
D040,22,5,0.29,0.59,0.15,0.15,0.0,1,1.47,13.19,207.51,0.3048,46.3,25.2,39.8,2990,62.0,6.2,6.2,24.6,680.9,21.9,4.4,136.2,9.8,0.0,5,33,0,day,northeast,False,False,-1.0999999999999999,0.22999999999999865,1.2000000000000002,1062.0,0.005400000000000016
D040,23,6,0.31,0.16,0.31,0.31,0.16,1,2.5,13.36,197.44,0.3086,48.3,22.7,31.2,2597,53.0,4.2,6.0,21.4,639.7,16.7,4.2,159.9,10.5,0.0,4,33,0,day,northeast,False,False,-0.7999999999999998,-0.8600000000000012,0.8000000000000003,-183.0,-0.01990000000000003
D040,24,6,0.66,0.17,0.25,0.25,0.25,6,2.23,11.66,325.87,0.2693,38.0,16.3,35.2,2178,50.3,4.7,6.0,17.9,1210.2,29.2,4.2,172.9,9.4,0.0,7,33,0,day,northeast,False,False,-0.04999999999999982,-1.9700000000000006,-0.5999999999999996,-829.0,-0.04550000000000004
D040,25,6,0.15,0.45,0.3,0.45,0.15,3,2.09,12.81,198.24,0.296,50.5,23.3,40.9,1920,27.6,3.8,5.7,15.8,669.7,16.6,3.3,133.9,8.0,0.0,5,33,0,day,northeast,False,False,0.009999999999999787,0.120000000000001,-0.40000000000000036,-179.0,0.002799999999999969
D040,26,6,0.8,0.0,0.0,0.64,0.32,0,3.03,11.94,173.09,0.2759,41.9,23.8,30.1,2273,48.3,5.7,6.3,18.7,627.4,19.1,3.2,104.6,8.5,0.0,6,33,0,day,northeast,False,False,1.5599999999999998,-1.25,-1.2000000000000002,-717.0,-0.028900000000000037
D041,1,1,0.58,0.19,0.0,0.29,0.19,2,2.34,10.81,256.59,0.2498,28.6,10.9,36.5,1086,17.0,4.2,6.2,9.0,1027.1,18.1,4.5,256.8,10.5,0.0,4,36,2,day,midwest,False,True,,,,,
D041,2,1,0.21,0.42,0.0,0.42,0.0,1,1.78,10.94,241.23,0.2528,18.8,7.0,34.1,767,9.0,2.5,5.5,6.4,954.3,17.5,4.4,238.6,9.5,0.0,4,36,2,day,midwest,False,True,,,,,
D041,3,1,0.39,0.23,0.0,0.62,0.23,2,2.23,10.67,319.94,0.2465,29.8,10.5,28.0,745,10.8,5.0,6.9,6.3,1298.0,21.4,4.3,259.6,8.4,0.0,5,36,2,day,midwest,False,True,,,,,
D041,4,1,0.72,0.41,0.0,0.31,0.1,2,2.27,10.9,244.51,0.2518,28.2,9.4,38.0,675,10.0,4.0,6.1,5.7,971.0,15.3,3.8,242.8,8.2,0.0,4,36,2,day,midwest,False,True,,,,,
D041,5,1,0.46,0.58,0.23,0.35,0.0,4,2.21,11.25,223.72,0.2598,24.8,8.3,40.7,545,9.5,3.0,5.6,4.6,861.1,13.5,3.4,215.3,8.2,0.0,4,36,2,day,midwest,False,True,-0.1299999999999999,0.4399999999999995,-1.1,-541.0,0.009999999999999981
D041,6,2,0.43,0.26,0.09,0.17,0.0,2,1.71,11.32,304.9,0.2614,28.5,10.9,32.8,779,12.3,3.3,6.5,6.5,1166.4,22.1,3.7,194.4,7.8,0.0,6,36,2,day,midwest,False,True,-0.07000000000000006,0.3800000000000008,-0.7000000000000002,12.0,0.008599999999999997
D041,7,2,0.2,0.0,0.0,0.4,0.0,4,1.4,10.77,124.53,0.2487,18.9,7.2,34.3,447,3.0,4.5,7.5,3.7,500.7,8.6,4.3,250.4,8.5,0.0,2,36,2,day,midwest,False,True,-0.8300000000000001,0.09999999999999964,0.0,-298.0,0.0022000000000000075
D041,8,2,0.61,0.2,0.0,0.51,0.1,4,2.25,11.47,258.93,0.2649,27.9,9.9,30.1,600,10.4,2.8,6.1,5.1,977.5,16.9,3.4,195.5,8.6,0.0,5,36,2,day,midwest,False,True,-0.020000000000000018,0.5700000000000003,-0.3999999999999999,-75.0,0.0131
D041,9,2,0.95,0.26,0.09,0.52,0.0,2,2.58,10.38,278.49,0.2398,24.6,9.7,34.7,1062,16.0,3.2,5.5,8.8,1161.2,21.8,4.4,232.2,8.4,0.0,5,36,2,day,midwest,False,True,0.3700000000000001,-0.8699999999999992,1.0000000000000004,517.0,-0.019999999999999962
D041,10,3,0.79,0.92,0.26,0.26,0.4,4,3.69,10.24,179.35,0.2365,29.9,12.3,32.4,812,13.3,3.0,6.2,6.8,758.2,13.6,4.5,252.7,9.0,0.0,3,36,2,day,midwest,False,True,1.98,-1.08,0.7999999999999998,33.0,-0.024900000000000033
D041,11,3,0.6,0.15,0.07,0.07,0.0,2,1.94,9.23,285.77,0.2133,27.7,10.3,28.0,789,10.4,3.0,5.8,6.6,1339.8,20.8,4.2,268.0,9.2,0.0,5,36,2,day,midwest,False,True,0.54,-1.5399999999999991,-0.09999999999999964,342.0,-0.035400000000000015
D041,12,3,0.34,0.23,0.23,0.23,0.23,2,2.16,10.02,203.53,0.2316,29.1,11.3,27.4,528,10.7,2.5,6.1,4.4,879.0,14.9,2.5,146.5,5.8,0.0,6,36,2,day,midwest,False,True,-0.08999999999999986,-1.450000000000001,-0.8999999999999999,-72.0,-0.033300000000000024
D041,13,3,0.41,0.58,0.16,0.16,0.0,4,2.72,9.91,277.41,0.2288,22.6,9.0,34.3,720,12.4,3.4,6.6,6.0,1212.3,21.6,4.3,242.5,8.8,0.0,5,36,2,day,midwest,False,True,0.14000000000000012,-0.47000000000000064,-0.10000000000000053,-342.0,-0.01100000000000001
D041,14,4,0.07,0.4,0.33,0.53,0.2,5,2.47,10.14,350.73,0.2341,27.6,11.2,33.1,677,5.3,4.2,6.2,5.7,1497.9,25.7,4.3,249.6,8.8,0.0,6,36,2,day,midwest,False,True,-1.2199999999999998,-0.09999999999999964,-0.20000000000000018,-135.0,-0.0023999999999999855
D041,15,4,0.61,0.15,0.31,0.15,0.08,8,2.14,9.98,301.29,0.2306,26.8,10.8,35.2,830,9.0,2.8,5.8,6.9,1306.4,22.1,3.7,217.7,8.2,0.0,6,36,2,day,midwest,False,True,0.20000000000000018,0.75,-0.5,41.0,0.01730000000000001
D041,16,4,0.39,0.33,0.07,0.13,0.07,2,1.51,10.15,356.55,0.2344,33.7,14.1,37.3,1004,15.3,4.8,6.4,8.4,1521.4,28.2,4.7,253.6,10.2,0.0,6,36,2,day,midwest,False,True,-0.6500000000000001,0.13000000000000078,2.2,476.0,0.002799999999999997
D041,17,4,0.29,0.48,0.0,0.48,0.1,3,2.11,10.64,256.66,0.2457,28.8,11.1,39.1,711,12.4,3.6,6.2,6.0,1044.7,17.7,3.5,208.9,9.0,0.0,5,36,2,day,midwest,False,True,-0.6100000000000003,0.7300000000000004,-0.7999999999999998,-9.0,0.0169
D041,18,5,0.48,0.96,0.0,0.0,0.0,0,2.39,7.9,38.21,0.1825,22.2,11.1,26.3,676,0.0,5.0,7.8,5.7,209.4,3.6,3.6,209.4,8.0,0.0,1,36,2,day,midwest,False,True,-0.08000000000000007,-2.24,-0.6999999999999997,-1.0,-0.05160000000000001
D041,19,5,0.27,0.27,0.27,0.18,0.0,3,2.16,9.34,240.17,0.2158,26.2,12.6,33.6,1177,12.0,5.4,6.7,9.8,1112.7,21.4,4.3,222.5,9.0,0.0,5,36,2,day,midwest,False,True,0.020000000000000018,-0.6400000000000006,0.5999999999999996,347.0,-0.014800000000000008
D041,20,5,0.44,0.33,0.22,0.55,0.44,1,2.55,10.29,214.34,0.2378,38.7,14.8,35.1,848,10.0,3.4,6.1,7.1,901.5,15.6,3.1,180.3,7.2,0.0,5,36,2,day,midwest,False,True,1.0399999999999998,0.1399999999999988,-1.6,-156.0,0.003400000000000014
D041,21,5,0.25,0.38,0.25,0.38,0.06,4,1.89,9.71,355.6,0.2243,27.8,10.6,36.0,949,13.7,3.3,5.6,7.9,1585.1,26.1,4.3,264.2,9.7,0.0,6,36,2,day,midwest,False,True,-0.21999999999999997,-0.9299999999999997,0.7999999999999998,238.0,-0.021400000000000002
D041,22,5,0.22,0.37,0.07,0.52,0.15,3,2.44,10.16,316.93,0.2347,31.0,11.6,34.0,1154,19.2,4.4,6.1,9.6,1350.5,23.2,4.6,270.1,9.6,0.0,5,36,2,day,midwest,False,True,0.04999999999999982,2.26,0.9999999999999996,478.0,0.052199999999999996
D041,23,6,0.55,0.55,0.11,0.11,0.22,1,2.41,9.77,205.89,0.2257,26.2,10.0,43.1,471,5.0,3.2,6.2,4.0,912.1,15.7,3.9,228.0,8.0,0.0,4,36,2,day,midwest,False,True,0.25,0.4299999999999997,-0.3999999999999999,-706.0,0.00990000000000002
D041,24,6,0.56,0.37,0.06,0.62,0.0,4,2.1,10.08,376.9,0.2328,25.1,10.2,35.4,1034,19.4,3.3,6.0,8.6,1619.0,27.7,4.0,231.3,9.1,0.0,7,36,2,day,midwest,False,True,-0.44999999999999973,-0.20999999999999908,0.8999999999999999,186.0,-0.0050000000000000044
D041,25,6,0.2,0.0,0.1,0.2,0.1,1,1.01,10.24,233.91,0.2365,21.1,7.7,36.5,806,8.7,4.7,6.7,6.8,989.0,15.4,5.1,329.7,9.7,0.0,3,36,2,day,midwest,False,True,-0.8799999999999999,0.5299999999999994,0.7999999999999998,-143.0,0.012199999999999989
D041,26,6,0.49,0.49,0.0,0.16,0.0,2,1.62,10.38,148.33,0.2398,36.9,12.6,27.8,972,11.3,5.0,6.3,8.1,618.5,10.6,3.5,206.2,9.0,0.0,3,36,2,day,midwest,False,True,-0.8199999999999998,0.22000000000000064,-1.0999999999999996,-182.0,0.005100000000000021
D042,1,1,0.75,1.05,0.6,0.6,0.45,4,5.12,17.8,273.11,0.4112,96.4,26.6,31.4,1443,27.7,5.2,6.6,11.9,664.2,16.7,2.8,110.7,7.5,40.0,6,24,0,rotating,southeast,False,True,,,,,
D042,2,1,0.99,0.84,0.56,0.84,0.14,0,4.36,15.3,251.21,0.3535,48.4,15.8,32.3,1773,33.0,6.2,6.9,14.7,710.6,16.2,4.0,177.6,10.0,70.0,4,24,0,rotating,southeast,False,True,,,,,
D042,3,1,1.35,1.12,0.22,0.45,0.22,3,3.82,15.64,160.66,0.3613,68.6,21.4,37.6,944,21.5,4.0,6.7,7.8,444.7,10.0,2.5,111.2,6.2,48.0,4,24,0,rotating,southeast,False,True,,,,,
