driver_id,week,anomaly_score,reason_1,reason_1_zscore,reason_2,reason_2_zscore,reason_3,reason_3_zscore
D218,11,-0.551,idle_time_pct,3.31,daily_floors,2.7,daily_steps,2.38
D218,21,-0.5628,idle_time_pct,3.4,fuel_per_100km,2.69,daily_floors,2.08
D219,9,-0.5492,daily_km,2.2,speeding_per_100km,2.16,hard_accels_per_100km,2.01
D219,10,-0.5404,sharp_turns_per_100km,2.48,hard_brakes_per_100km,2.27,hard_accels_per_100km,2.07
D219,12,-0.5878,phone_use_per_100km,3.41,hard_brakes_per_100km,2.82,hard_accels_per_100km,2.7
D219,13,-0.594,sharp_turns_per_100km,3.32,speeding_per_100km,2.65,total_events_per_100km,2.57
D221,3,-0.5478,sharp_turns_per_100km,2.3,fuel_per_100km,2.13,total_events_per_100km,2.11
D221,5,-0.5367,daily_steps,2.58,hard_accels_per_100km,2.43,daily_floors,1.77
D221,23,-0.5571,phone_use_per_100km,3.41,daily_hours,2.05,speeding_per_100km,1.98
D226,19,-0.5352,daily_km,3.3,daily_hours,3.14,night_driving_pct,1.59
D231,9,-0.5445,daily_floors,3.94,daily_steps,3.16,daily_lifting_events,2.24
D235,8,-0.5694,phone_use_per_100km,2.52,daily_lifting_events,2.46,daily_hours,2.39
D235,9,-0.5824,phone_use_per_100km,3.43,daily_lifting_events,2.61,sharp_turns_per_100km,2.33
D236,4,-0.6391,idle_time_pct,5.84,phone_use_per_100km,5.05,fuel_per_100km,4.92
D236,6,-0.6084,daily_floors,4.14,daily_steps,4.09,phone_use_per_100km,4.06
D236,12,-0.5392,fuel_per_100km,2.22,sharp_turns_per_100km,2.06,idle_time_pct,1.95
D236,17,-0.5957,idle_time_pct,4.12,daily_steps,2.82,fuel_per_100km,2.45
D236,21,-0.5421,idle_time_pct,3.71,fuel_per_100km,2.59,phone_use_per_100km,2.13
D239,22,-0.5383,total_events_per_100km,2.99,speeding_per_100km,2.62,hard_brakes_per_100km,1.95
D239,23,-0.6394,sharp_turns_per_100km,5.56,phone_use_per_100km,4.92,total_events_per_100km,4.24
D246,25,-0.5772,sharp_turns_per_100km,3.69,total_events_per_100km,3.49,phone_use_per_100km,2.68
D246,26,-0.5345,total_events_per_100km,3.25,phone_use_per_100km,2.31,hard_brakes_per_100km,2.06
D249,10,-0.5476,sharp_turns_per_100km,2.92,hard_accels_per_100km,2.85,total_events_per_100km,1.87
D249,11,-0.5877,hard_accels_per_100km,3.01,hard_brakes_per_100km,2.89,total_events_per_100km,2.4
D249,12,-0.5759,hard_brakes_per_100km,4.15,hard_accels_per_100km,3.75,total_events_per_100km,2.84
D249,13,-0.6471,hard_accels_per_100km,3.77,total_events_per_100km,3.13,speeding_per_100km,3.09
D249,14,-0.6748,phone_use_per_100km,6.61,hard_accels_per_100km,4.56,total_events_per_100km,4.51
D252,1,-0.538,fuel_per_100km,2.96,hard_brakes_per_100km,2.04,daily_floors,1.8
D252,9,-0.554,hard_accels_per_100km,2.77,sharp_turns_per_100km,2.43,hard_brakes_per_100km,2.41
D252,11,-0.5828,speeding_per_100km,3.48,hard_brakes_per_100km,2.19,total_events_per_100km,2.05
D252,19,-0.6005,hard_brakes_per_100km,3.68,daily_floors,2.73,speeding_per_100km,2.61
D252,20,-0.5481,speeding_per_100km,3.27,sharp_turns_per_100km,2.63,total_events_per_100km,2.09
D252,21,-0.5707,hard_accels_per_100km,4.03,phone_use_per_100km,2.99,total_events_per_100km,2.84
D252,22,-0.6044,hard_accels_per_100km,4.41,hard_brakes_per_100km,4.17,total_events_per_100km,3.53
D252,23,-0.6797,total_events_per_100km,4.79,hard_accels_per_100km,4.69,speeding_per_100km,4.62
D252,24,-0.6767,hard_accels_per_100km,3.95,total_events_per_100km,3.81,sharp_turns_per_100km,3.62
D252,25,-0.6158,hard_accels_per_100km,4.32,hard_brakes_per_100km,3.95,total_events_per_100km,3.66
D258,13,-0.5707,sharp_turns_per_100km,2.33,daily_hours,2.05,hard_accels_per_100km,2.0
D258,16,-0.5571,hard_brakes_per_100km,3.11,phone_use_per_100km,2.91,hard_accels_per_100km,1.97
D258,19,-0.5402,phone_use_per_100km,2.99,sharp_turns_per_100km,2.5,daily_hours,1.63
D259,2,-0.5341,speeding_per_100km,2.14,daily_floors,2.11,daily_steps,1.76
D259,5,-0.579,hard_brakes_per_100km,2.79,speeding_per_100km,2.46,phone_use_per_100km,2.34
D259,21,-0.5662,hard_brakes_per_100km,3.63,hard_accels_per_100km,2.45,fuel_per_100km,1.62
D260,2,-0.5432,speeding_per_100km,2.82,daily_lifting_events,2.24,total_events_per_100km,1.67
D260,7,-0.606,phone_use_per_100km,5.57,daily_hours,2.39,total_events_per_100km,2.19
D260,11,-0.5527,phone_use_per_100km,3.09,hard_accels_per_100km,2.75,speeding_per_100km,2.51
D260,22,-0.5374,daily_hours,3.64,daily_km,2.59,speeding_per_100km,2.42
D262,4,-0.5553,phone_use_per_100km,5.18,speeding_per_100km,2.36,total_events_per_100km,2.05
D262,18,-0.5838,phone_use_per_100km,3.59,daily_lifting_events,2.61,daily_hours,2.3
D267,13,-0.5506,phone_use_per_100km,4.16,sharp_turns_per_100km,2.06,total_events_per_100km,1.48
D269,4,-0.5372,idle_time_pct,5.66,fuel_per_100km,3.77,daily_steps,1.74
D269,7,-0.542,idle_time_pct,3.23,fuel_per_100km,3.05,sharp_turns_per_100km,2.55
D269,9,-0.5408,idle_time_pct,3.15,fuel_per_100km,2.51,speeding_per_100km,2.24
D269,15,-0.553,idle_time_pct,4.19,fuel_per_100km,3.65,daily_hours,2.05
D269,20,-0.5385,idle_time_pct,2.4,fuel_per_100km,2.04,daily_lifting_events,1.83
D271,2,-0.5371,sharp_turns_per_100km,2.26,fuel_per_100km,2.25,daily_hours,1.89
D273,2,-0.5456,speeding_per_100km,3.22,hard_brakes_per_100km,1.84,sharp_turns_per_100km,1.8
D273,3,-0.5403,speeding_per_100km,2.59,hard_accels_per_100km,2.32,total_events_per_100km,1.66
D273,7,-0.5544,phone_use_per_100km,3.33,fuel_per_100km,2.3,speeding_per_100km,1.84
D273,11,-0.5547,hard_brakes_per_100km,2.53,phone_use_per_100km,2.44,daily_floors,1.85
D273,13,-0.5417,hard_brakes_per_100km,2.55,daily_floors,1.85,fuel_per_100km,1.82
D273,16,-0.5678,hard_brakes_per_100km,3.26,speeding_per_100km,2.62,total_events_per_100km,2.01
D273,20,-0.5416,daily_steps,2.58,daily_floors,2.32,hard_brakes_per_100km,1.87
D273,21,-0.5587,daily_lifting_events,3.33,daily_steps,2.34,hard_brakes_per_100km,2.1
D273,22,-0.5537,phone_use_per_100km,2.94,daily_hours,2.05,daily_km,1.67
D282,8,-0.5483,idle_time_pct,3.46,fuel_per_100km,3.42,daily_km,1.57
D282,9,-0.563,idle_time_pct,5.76,fuel_per_100km,3.92,daily_hours,2.39
D282,21,-0.5387,phone_use_per_100km,3.22,idle_time_pct,2.67,fuel_per_100km,1.39
D282,22,-0.5626,phone_use_per_100km,2.73,speeding_per_100km,2.01,sharp_turns_per_100km,1.64
D285,24,-0.5473,sharp_turns_per_100km,2.28,hard_brakes_per_100km,2.27,hard_accels_per_100km,2.09
D287,20,-0.5343,idle_time_pct,3.5,phone_use_per_100km,2.78,fuel_per_100km,2.04
D289,4,-0.5383,daily_steps,2.68,daily_lifting_events,2.47,idle_time_pct,2.33
D290,9,-0.548,hard_accels_per_100km,2.74,sharp_turns_per_100km,2.33,phone_use_per_100km,1.97
D290,11,-0.5601,daily_lifting_events,2.22,hard_brakes_per_100km,2.1,daily_steps,1.7
D290,22,-0.5502,hard_accels_per_100km,2.69,phone_use_per_100km,2.34,daily_hours,1.72
D290,26,-0.57,daily_km,2.87,daily_lifting_events,2.22,sharp_turns_per_100km,1.87
D295,4,-0.5805,idle_time_pct,5.13,fuel_per_100km,4.09,daily_steps,2.68
D295,7,-0.5436,idle_time_pct,3.64,fuel_per_100km,3.59,daily_steps,2.35
D295,18,-0.5561,daily_floors,2.73,daily_steps,2.69,idle_time_pct,2.3
D295,21,-0.5609,phone_use_per_100km,2.6,idle_time_pct,2.38,fuel_per_100km,2.29
D295,22,-0.5569,idle_time_pct,4.11,fuel_per_100km,3.15,daily_steps,2.27
D295,23,-0.6115,idle_time_pct,3.41,fuel_per_100km,2.94,daily_floors,2.57
D298,8,-0.567,daily_hours,2.72,phone_use_per_100km,2.52,speeding_per_100km,2.38
D298,9,-0.5593,daily_steps,2.56,daily_floors,2.19,fuel_per_100km,2.09
D298,24,-0.5423,phone_use_per_100km,2.78,hard_accels_per_100km,2.21,daily_floors,1.87
D298,25,-0.611,phone_use_per_100km,3.54,hard_accels_per_100km,2.79,daily_steps,2.53
D299,20,-0.5352,daily_hours,3.31,daily_km,3.22,idle_time_pct,1.01
D300,18,-0.553,idle_time_pct,2.78,sharp_turns_per_100km,2.42,total_events_per_100km,2.11
D300,24,-0.5343,sharp_turns_per_100km,4.65,night_driving_pct,1.59,total_events_per_100km,1.37
D305,16,-0.5575,idle_time_pct,4.93,fuel_per_100km,3.5,daily_floors,2.14
D307,2,-0.5702,hard_accels_per_100km,3.02,daily_hours,2.39,fuel_per_100km,2.28
D307,3,-0.5435,hard_brakes_per_100km,2.12,speeding_per_100km,2.1,fuel_per_100km,1.65
D307,4,-0.5343,hard_accels_per_100km,2.17,phone_use_per_100km,2.1,hard_brakes_per_100km,2.01
D307,5,-0.5501,phone_use_per_100km,3.22,speeding_per_100km,2.9,total_events_per_100km,2.04
D307,6,-0.5649,hard_brakes_per_100km,2.16,speeding_per_100km,2.02,hard_accels_per_100km,2.01
D307,9,-0.559,phone_use_per_100km,2.65,fuel_per_100km,1.92,hard_brakes_per_100km,1.86
D309,3,-0.5473,idle_time_pct,4.27,fuel_per_100km,3.54,daily_floors,1.63
D309,6,-0.5479,idle_time_pct,3.44,fuel_per_100km,2.64,phone_use_per_100km,2.0
D311,12,-0.5373,idle_time_pct,4.72,fuel_per_100km,2.4,daily_lifting_events,1.67
D311,17,-0.5714,idle_time_pct,4.69,fuel_per_100km,2.92,speeding_per_100km,2.03
D311,22,-0.5733,idle_time_pct,3.92,fuel_per_100km,3.1,daily_floors,2.71
D311,24,-0.565,idle_time_pct,3.93,fuel_per_100km,2.68,phone_use_per_100km,2.21
D318,3,-0.5427,hard_brakes_per_100km,3.57,total_events_per_100km,1.7,hard_accels_per_100km,1.67
D318,4,-0.5771,speeding_per_100km,3.08,sharp_turns_per_100km,2.61,hard_brakes_per_100km,2.34
D318,5,-0.5402,speeding_per_100km,2.45,hard_brakes_per_100km,2.18,daily_floors,1.72
D318,11,-0.542,daily_floors,2.37,speeding_per_100km,2.24,fuel_per_100km,1.83
D318,17,-0.5566,speeding_per_100km,2.97,phone_use_per_100km,2.05,daily_steps,1.88
D325,19,-0.544,hard_accels_per_100km,2.8,hard_brakes_per_100km,2.78,total_events_per_100km,1.93
D325,20,-0.549,sharp_turns_per_100km,3.67,total_events_per_100km,2.06,speeding_per_100km,2.04
D325,22,-0.5666,hard_accels_per_100km,3.57,sharp_turns_per_100km,2.58,hard_brakes_per_100km,2.36
D325,23,-0.661,phone_use_per_100km,7.52,sharp_turns_per_100km,6.34,total_events_per_100km,4.1
D326,2,-0.5554,daily_lifting_events,3.1,daily_hours,2.64,hard_accels_per_100km,1.77
D326,4,-0.5381,hard_brakes_per_100km,3.6,total_events_per_100km,2.06,sharp_turns_per_100km,1.88
D326,7,-0.5457,phone_use_per_100km,2.7,hard_brakes_per_100km,2.46,fuel_per_100km,2.02
D327,15,-0.578,idle_time_pct,3.92,daily_hours,2.72,fuel_per_100km,2.51
D330,24,-0.5746,daily_steps,3.54,daily_floors,3.17,daily_lifting_events,2.61
D332,3,-0.5416,idle_time_pct,2.92,fuel_per_100km,2.33,phone_use_per_100km,2.1
D332,8,-0.5668,fuel_per_100km,3.54,daily_hours,2.72,idle_time_pct,2.63
D332,19,-0.5387,idle_time_pct,2.66,fuel_per_100km,2.16,daily_steps,2.15
D335,21,-0.5419,idle_time_pct,4.6,sharp_turns_per_100km,2.05,fuel_per_100km,1.95
D337,9,-0.5782,idle_time_pct,5.08,fuel_per_100km,3.7,daily_lifting_events,2.71
D337,16,-0.5431,idle_time_pct,3.67,fuel_per_100km,2.72,daily_hours,2.39
D337,20,-0.5765,phone_use_per_100km,3.64,idle_time_pct,3.11,sharp_turns_per_100km,2.33
D337,22,-0.5761,daily_lifting_events,4.82,daily_floors,2.46,sharp_turns_per_100km,2.01
D342,20,-0.536,daily_steps,1.77,daily_floors,1.71,night_driving_pct,1.59
D342,26,-0.5345,daily_lifting_events,2.77,sharp_turns_per_100km,1.77,night_driving_pct,1.59
D344,9,-0.5365,speeding_per_100km,3.12,phone_use_per_100km,2.31,hard_brakes_per_100km,2.07
D346,12,-0.5344,daily_km,3.64,daily_hours,3.14,daily_floors,1.38
D346,19,-0.5411,speeding_per_100km,2.67,total_events_per_100km,2.47,daily_km,1.71
D346,20,-0.5938,speeding_per_100km,3.45,sharp_turns_per_100km,3.13,total_events_per_100km,3.13
D346,21,-0.5879,speeding_per_100km,3.9,total_events_per_100km,3.64,phone_use_per_100km,2.75
D348,8,-0.5535,hard_accels_per_100km,2.21,sharp_turns_per_100km,1.79,daily_lifting_events,1.69
D348,18,-0.5974,daily_floors,3.22,daily_lifting_events,3.02,hard_accels_per_100km,2.45
D348,22,-0.5434,daily_steps,2.26,phone_use_per_100km,2.18,daily_floors,2.16
D348,25,-0.5562,daily_steps,2.66,daily_floors,2.35,sharp_turns_per_100km,1.79
D350,5,-0.5455,sharp_turns_per_100km,2.34,hard_accels_per_100km,2.25,total_events_per_100km,2.03
D350,6,-0.5673,hard_accels_per_100km,3.41,phone_use_per_100km,3.09,daily_lifting_events,2.47
D350,7,-0.5706,speeding_per_100km,2.92,phone_use_per_100km,2.52,sharp_turns_per_100km,2.37
D350,8,-0.5599,sharp_turns_per_100km,2.44,total_events_per_100km,2.16,hard_brakes_per_100km,1.97
D350,9,-0.608,hard_accels_per_100km,3.48,phone_use_per_100km,3.43,total_events_per_100km,2.87
D350,10,-0.5907,speeding_per_100km,3.14,sharp_turns_per_100km,3.09,hard_brakes_per_100km,2.81
D351,1,-0.6146,daily_steps,3.17,daily_floors,3.12,daily_lifting_events,2.71
D351,4,-0.5379,daily_floors,2.79,hard_brakes_per_100km,2.22,daily_steps,1.85
D351,5,-0.6021,speeding_per_100km,3.95,hard_accels_per_100km,3.79,total_events_per_100km,3.07
D351,7,-0.5688,hard_brakes_per_100km,2.42,phone_use_per_100km,2.36,speeding_per_100km,2.15
D351,10,-0.5345,hard_accels_per_100km,2.45,hard_brakes_per_100km,1.85,daily_steps,1.69
D351,16,-0.5476,hard_accels_per_100km,3.37,sharp_turns_per_100km,2.09,total_events_per_100km,1.97
D351,18,-0.55,speeding_per_100km,2.71,sharp_turns_per_100km,2.27,hard_accels_per_100km,2.26
D351,26,-0.5489,hard_accels_per_100km,2.87,phone_use_per_100km,2.28,speeding_per_100km,1.81
D355,9,-0.5505,hard_accels_per_100km,2.58,daily_hours,2.22,hard_brakes_per_100km,2.09
D355,18,-0.5346,sharp_turns_per_100km,2.98,phone_use_per_100km,2.44,hard_accels_per_100km,2.05
D355,19,-0.5389,phone_use_per_100km,3.59,hard_accels_per_100km,2.21,total_events_per_100km,1.89
D355,21,-0.587,phone_use_per_100km,3.82,total_events_per_100km,2.8,speeding_per_100km,2.67
D355,22,-0.629,daily_km,3.46,hard_accels_per_100km,3.29,daily_hours,3.14
D355,23,-0.5832,hard_accels_per_100km,3.31,sharp_turns_per_100km,3.27,total_events_per_100km,2.84
D355,24,-0.6333,sharp_turns_per_100km,3.93,daily_km,3.39,hard_accels_per_100km,3.21
D361,1,-0.5352,idle_time_pct,3.25,fuel_per_100km,2.74,daily_floors,2.17
D361,8,-0.5378,sharp_turns_per_100km,2.3,total_events_per_100km,2.06,speeding_per_100km,1.73
D361,9,-0.5497,hard_brakes_per_100km,2.66,total_events_per_100km,2.59,speeding_per_100km,2.41
D361,10,-0.5586,idle_time_pct,2.94,speeding_per_100km,2.63,total_events_per_100km,2.18
D361,11,-0.5534,sharp_turns_per_100km,2.83,total_events_per_100km,2.41,hard_brakes_per_100km,2.13
D365,17,-0.5407,hard_brakes_per_100km,1.9,daily_lifting_events,1.83,daily_hours,1.72
D365,26,-0.563,phone_use_per_100km,4.61,sharp_turns_per_100km,2.24,daily_lifting_events,2.08
D367,10,-0.5538,idle_time_pct,3.57,fuel_per_100km,3.05,daily_floors,2.46
D367,23,-0.5402,idle_time_pct,2.8,daily_steps,2.27,daily_floors,1.98
D367,26,-0.5468,idle_time_pct,2.88,phone_use_per_100km,2.86,total_events_per_100km,1.93
D370,12,-0.5619,daily_lifting_events,4.43,daily_steps,2.42,daily_hours,1.72
D374,1,-0.5893,speeding_per_100km,3.15,phone_use_per_100km,2.73,fuel_per_100km,2.3
D374,4,-0.5518,phone_use_per_100km,2.96,speeding_per_100km,2.32,fuel_per_100km,2.14
D374,8,-0.5633,hard_brakes_per_100km,2.49,hard_accels_per_100km,2.42,speeding_per_100km,2.21
D374,9,-0.5619,hard_brakes_per_100km,2.84,fuel_per_100km,2.19,speeding_per_100km,2.02
D374,10,-0.559,phone_use_per_100km,2.6,daily_steps,2.34,hard_accels_per_100km,2.29
D374,15,-0.5627,hard_brakes_per_100km,2.63,hard_accels_per_100km,2.41,speeding_per_100km,2.08
D374,17,-0.5358,hard_brakes_per_100km,1.98,daily_floors,1.96,hard_accels_per_100km,1.93
D374,18,-0.5692,sharp_turns_per_100km,2.61,hard_brakes_per_100km,1.91,daily_hours,1.72
D374,20,-0.534,daily_lifting_events,2.08,hard_accels_per_100km,1.95,hard_brakes_per_100km,1.91
D377,2,-0.564,hard_brakes_per_100km,2.98,sharp_turns_per_100km,2.03,daily_steps,1.9
D377,7,-0.5673,hard_brakes_per_100km,3.11,speeding_per_100km,3.03,total_events_per_100km,2.31
D377,16,-0.5403,daily_km,2.66,daily_hours,2.47,speeding_per_100km,2.14
D382,2,-0.5894,phone_use_per_100km,3.77,fuel_per_100km,2.38,daily_hours,2.22
D382,3,-0.5625,phone_use_per_100km,2.96,daily_lifting_events,2.86,daily_hours,2.64
D385,16,-0.5374,idle_time_pct,2.16,daily_hours,2.05,speeding_per_100km,2.05
D385,20,-0.5363,total_events_per_100km,2.71,phone_use_per_100km,2.44,speeding_per_100km,2.36
D385,22,-0.563,idle_time_pct,3.3,total_events_per_100km,3.04,speeding_per_100km,1.8
D385,23,-0.583,phone_use_per_100km,2.91,total_events_per_100km,2.89,idle_time_pct,2.85
D386,17,-0.5804,speeding_per_100km,3.49,daily_lifting_events,2.86,hard_accels_per_100km,2.01
D387,2,-0.5663,idle_time_pct,3.4,fuel_per_100km,3.35,daily_steps,3.05
D387,9,-0.558,idle_time_pct,3.71,phone_use_per_100km,2.26,daily_floors,1.94
D387,12,-0.5374,idle_time_pct,2.96,fuel_per_100km,2.5,daily_floors,2.13
D389,7,-0.6232,daily_lifting_events,2.86,daily_steps,2.69,speeding_per_100km,2.42
D389,9,-0.5397,idle_time_pct,2.64,hard_brakes_per_100km,2.14,fuel_per_100km,2.07
D389,10,-0.6389,idle_time_pct,3.88,hard_accels_per_100km,3.41,fuel_per_100km,2.87
D392,6,-0.5509,speeding_per_100km,2.63,daily_hours,2.3,daily_km,2.17
D392,8,-0.5369,hard_accels_per_100km,2.46,daily_km,2.11,hard_brakes_per_100km,2.07
D392,11,-0.6305,daily_km,4.66,phone_use_per_100km,3.38,daily_hours,3.31
D412,19,-0.5421,daily_lifting_events,3.1,daily_steps,1.89,night_driving_pct,1.59
D412,21,-0.5382,sharp_turns_per_100km,2.44,daily_hours,1.72,idle_time_pct,1.6
D415,2,-0.6048,daily_floors,5.01,daily_lifting_events,4.82,daily_steps,4.18
D417,11,-0.5366,hard_accels_per_100km,2.51,speeding_per_100km,2.12,total_events_per_100km,1.88
D417,17,-0.5494,phone_use_per_100km,4.63,daily_hours,1.89,daily_km,1.46
D417,18,-0.5361,hard_accels_per_100km,2.22,daily_hours,2.05,night_driving_pct,1.59
D417,24,-0.5577,phone_use_per_100km,3.2,daily_steps,2.35,daily_floors,1.76
D417,25,-0.5496,phone_use_per_100km,2.57,hard_accels_per_100km,2.42,daily_floors,2.19
D419,21,-0.5539,hard_accels_per_100km,3.1,total_events_per_100km,2.55,hard_brakes_per_100km,2.37
D419,22,-0.5556,hard_accels_per_100km,3.42,hard_brakes_per_100km,2.87,total_events_per_100km,2.6
D419,23,-0.6819,hard_accels_per_100km,5.34,total_events_per_100km,3.74,hard_brakes_per_100km,3.54
D419,24,-0.6209,hard_accels_per_100km,3.76,sharp_turns_per_100km,3.65,total_events_per_100km,3.51
D422,6,-0.583,hard_accels_per_100km,2.59,fuel_per_100km,2.01,daily_lifting_events,1.99
D422,8,-0.5394,daily_lifting_events,5.21,daily_hours,1.97,fuel_per_100km,1.64
D422,12,-0.5452,speeding_per_100km,3.26,hard_brakes_per_100km,2.02,night_driving_pct,1.59
D422,24,-0.5507,daily_lifting_events,2.63,sharp_turns_per_100km,2.18,speeding_per_100km,2.07
D424,2,-0.6248,speeding_per_100km,4.44,phone_use_per_100km,3.17,daily_hours,3.06
D424,9,-0.5469,speeding_per_100km,2.82,daily_lifting_events,2.16,hard_accels_per_100km,2.07
D424,10,-0.5409,hard_brakes_per_100km,3.1,hard_accels_per_100km,2.13,total_events_per_100km,2.12
D424,13,-0.5798,daily_floors,3.06,daily_lifting_events,2.86,sharp_turns_per_100km,2.78
D424,19,-0.5411,hard_accels_per_100km,3.01,hard_brakes_per_100km,2.61,total_events_per_100km,2.22
D424,20,-0.5962,hard_accels_per_100km,2.72,total_events_per_100km,2.61,speeding_per_100km,2.55
D424,21,-0.6186,hard_brakes_per_100km,3.81,total_events_per_100km,3.59,sharp_turns_per_100km,3.38
D424,22,-0.6089,hard_brakes_per_100km,4.25,phone_use_per_100km,3.41,hard_accels_per_100km,3.14
D424,23,-0.5877,speeding_per_100km,4.31,hard_brakes_per_100km,4.19,total_events_per_100km,3.11
D427,6,-0.543,hard_accels_per_100km,2.51,speeding_per_100km,2.43,sharp_turns_per_100km,2.14
D429,2,-0.5474,daily_km,4.72,daily_hours,4.65,daily_lifting_events,1.69
D430,20,-0.6034,idle_time_pct,4.74,daily_lifting_events,3.0,daily_hours,2.39
D430,24,-0.5429,phone_use_per_100km,3.64,sharp_turns_per_100km,1.73,total_events_per_100km,1.46
D432,1,-0.5451,speeding_per_100km,2.72,fuel_per_100km,2.39,daily_floors,1.81
D432,2,-0.5507,speeding_per_100km,2.79,daily_steps,2.43,daily_floors,2.41
D432,4,-0.5653,daily_lifting_events,2.47,fuel_per_100km,2.47,daily_steps,2.44
D432,7,-0.5406,speeding_per_100km,2.4,daily_hours,2.39,daily_lifting_events,1.99
D432,13,-0.5881,hard_brakes_per_100km,3.44,total_events_per_100km,2.55,hard_accels_per_100km,2.48
D432,18,-0.5736,speeding_per_100km,3.27,daily_hours,2.72,fuel_per_100km,2.16
D432,23,-0.5817,speeding_per_100km,2.77,daily_steps,2.26,daily_floors,2.19
D432,26,-0.5988,speeding_per_100km,3.01,hard_brakes_per_100km,2.66,total_events_per_100km,2.46
D438,12,-0.555,daily_hours,4.32,daily_km,3.56,fuel_per_100km,1.62
D445,17,-0.5386,phone_use_per_100km,4.32,total_events_per_100km,2.74,speeding_per_100km,1.9
D445,20,-0.6072,sharp_turns_per_100km,4.35,total_events_per_100km,3.39,idle_time_pct,2.21
D446,6,-0.5384,idle_time_pct,2.68,fuel_per_100km,1.97,daily_floors,1.72
D446,11,-0.5478,idle_time_pct,2.59,daily_floors,2.53,fuel_per_100km,2.2
D446,16,-0.5468,idle_time_pct,3.66,fuel_per_100km,2.4,daily_hours,1.72
D446,18,-0.5527,daily_steps,2.7,idle_time_pct,2.62,daily_lifting_events,2.47
D446,20,-0.54,idle_time_pct,2.7,daily_floors,2.15,daily_steps,1.81
D446,25,-0.5494,idle_time_pct,2.96,daily_steps,2.49,daily_floors,2.06
D447,3,-0.538,speeding_per_100km,2.45,sharp_turns_per_100km,1.98,daily_hours,1.89
D448,6,-0.5689,daily_hours,2.64,idle_time_pct,2.43,fuel_per_100km,2.4
D448,8,-0.552,idle_time_pct,4.15,fuel_per_100km,3.41,daily_steps,2.09
D448,22,-0.5425,idle_time_pct,2.91,fuel_per_100km,1.96,daily_steps,1.96
D448,24,-0.5581,idle_time_pct,3.06,fuel_per_100km,2.44,phone_use_per_100km,2.23
D448,26,-0.554,phone_use_per_100km,2.18,fuel_per_100km,2.06,idle_time_pct,1.96
D449,10,-0.5789,speeding_per_100km,2.8,total_events_per_100km,2.35,sharp_turns_per_100km,2.33
D449,21,-0.5474,phone_use_per_100km,3.38,speeding_per_100km,2.7,total_events_per_100km,2.02
D450,4,-0.5624,hard_accels_per_100km,3.06,sharp_turns_per_100km,2.37,total_events_per_100km,2.22
D450,5,-0.5589,hard_brakes_per_100km,2.52,hard_accels_per_100km,2.35,daily_steps,2.32
D450,6,-0.5396,speeding_per_100km,2.38,hard_brakes_per_100km,1.92,daily_floors,1.92
D450,9,-0.551,speeding_per_100km,4.66,phone_use_per_100km,2.57,total_events_per_100km,1.69
D450,14,-0.5599,hard_brakes_per_100km,2.91,sharp_turns_per_100km,2.17,total_events_per_100km,2.14
D450,16,-0.5721,daily_steps,2.69,daily_lifting_events,2.24,speeding_per_100km,2.06
D450,19,-0.5469,speeding_per_100km,3.01,phone_use_per_100km,2.31,daily_steps,1.85
D451,3,-0.5462,hard_brakes_per_100km,3.9,speeding_per_100km,2.43,total_events_per_100km,2.42
D451,4,-0.5723,fuel_per_100km,2.79,daily_floors,2.67,daily_steps,2.21
D451,16,-0.5446,hard_accels_per_100km,2.73,daily_floors,2.45,daily_steps,2.02
D451,21,-0.5586,hard_accels_per_100km,3.76,total_events_per_100km,2.36,speeding_per_100km,1.93
D452,5,-0.536,daily_lifting_events,3.49,daily_steps,2.48,daily_floors,2.44
D454,4,-0.5542,daily_floors,2.41,fuel_per_100km,2.25,daily_steps,2.16
D458,1,-0.5521,hard_brakes_per_100km,1.97,total_events_per_100km,1.78,daily_lifting_events,1.67
D458,2,-0.569,speeding_per_100km,2.63,daily_km,2.05,hard_brakes_per_100km,1.76
D458,4,-0.5623,speeding_per_100km,2.13,hard_brakes_per_100km,2.08,total_events_per_100km,1.83
D458,7,-0.5553,speeding_per_100km,2.62,daily_km,2.27,phone_use_per_100km,1.95
D458,10,-0.5674,sharp_turns_per_100km,2.55,hard_brakes_per_100km,2.12,daily_lifting_events,1.83
D458,13,-0.5789,hard_accels_per_100km,2.97,daily_hours,2.64,sharp_turns_per_100km,2.25
D458,14,-0.5484,speeding_per_100km,2.85,daily_km,2.05,daily_hours,1.97
D458,17,-0.5462,speeding_per_100km,2.45,daily_km,2.27,total_events_per_100km,1.74
D458,18,-0.5548,hard_accels_per_100km,2.47,sharp_turns_per_100km,2.35,total_events_per_100km,2.29
D458,19,-0.6143,hard_brakes_per_100km,3.67,hard_accels_per_100km,2.96,total_events_per_100km,2.84
D458,20,-0.6422,hard_brakes_per_100km,3.39,total_events_per_100km,3.06,sharp_turns_per_100km,2.86
D458,21,-0.6281,total_events_per_100km,3.57,hard_accels_per_100km,3.42,sharp_turns_per_100km,3.32
D458,22,-0.6622,hard_brakes_per_100km,4.04,total_events_per_100km,3.66,hard_accels_per_100km,3.51
D458,23,-0.6643,phone_use_per_100km,6.69,hard_brakes_per_100km,5.94,total_events_per_100km,3.9
D459,3,-0.539,fuel_per_100km,2.96,hard_accels_per_100km,2.23,daily_km,1.71
D459,8,-0.5538,daily_steps,2.64,speeding_per_100km,2.28,daily_floors,2.21
