driver_id,week,safety_score
D064,2,72.0
D064,3,91.2
D064,4,78.3
D064,5,90.0
D064,6,89.2
D064,7,74.4
D064,8,77.5
D064,9,89.6
D064,10,75.5
D064,11,89.6
D064,12,92.3
D064,13,95.6
D064,14,96.2
D064,15,93.1
D064,16,89.1
D064,17,90.3
D064,18,88.1
D064,19,96.7
D064,20,80.9
D064,21,99.2
D064,22,93.5
D064,23,91.0
D064,24,81.9
D064,25,97.4
D064,26,79.8
D065,1,48.5
D065,2,49.4
D065,3,83.7
D065,4,48.9
D065,5,41.3
D065,6,45.9
D065,7,45.4
D065,8,39.4
D065,9,37.8
D065,10,41.2
D065,11,38.4
D065,12,47.0
D065,13,37.6
D065,14,22.2
D065,15,18.0
D065,16,34.7
D065,17,35.4
D065,18,32.9
D065,19,32.2
D065,20,33.6
D065,21,34.4
D065,22,36.6
D065,23,29.8
D065,24,44.8
D065,25,21.3
D065,26,26.8
D066,1,93.7
D066,2,78.5
D066,3,87.9
D066,4,78.8
D066,5,78.0
D066,6,89.8
D066,7,91.0
D066,8,78.0
D066,9,84.0
D066,10,77.3
D066,11,93.6
D066,12,97.1
D066,13,93.8
D066,14,88.8
D066,15,89.0
D066,16,82.2
D066,17,90.6
D066,18,96.1
D066,19,74.2
D066,20,85.6
D066,21,82.9
D066,22,87.7
D066,23,95.1
D066,24,80.6
D066,25,89.0
D066,26,90.4
D067,1,10.4
D067,2,14.7
D067,3,17.9
D067,4,14.5
D067,5,47.9
D067,6,11.0
D067,7,29.3
D067,8,22.4
D067,9,11.4
D067,10,17.8
D067,11,9.5
D067,12,20.4
D067,13,11.4
D067,14,6.6
D067,15,11.3
D067,16,12.7
D067,17,0.7
D067,18,22.0
D067,19,8.6
D067,20,8.9
D067,21,20.8
D067,22,8.9
D067,23,16.1
D067,24,2.3
D067,25,13.8
D067,26,10.8
D068,1,65.4
D068,2,62.5
D068,3,69.8
D068,4,65.4
D068,5,66.9
D068,6,58.7
D068,7,57.6
D068,8,64.0
D068,9,65.9
D068,10,62.4
D068,11,64.5
D068,12,62.6
D068,13,71.9
D068,14,65.6
D068,15,67.1
D068,16,61.8
D068,17,72.3
D068,18,62.7
D068,19,84.1
D068,20,70.2
D068,21,68.5
D068,22,67.0
D068,23,71.6
D068,24,66.3
D068,25,58.1
D068,26,63.4
D069,1,62.3
D069,2,70.8
D069,3,57.0
D069,4,68.5
D069,5,79.6
D069,6,64.9
D069,7,60.7
D069,8,57.1
D069,9,72.5
D069,10,57.8
D069,11,71.0
D069,12,82.0
D069,13,65.7
D069,14,61.4
D069,15,58.4
D069,16,61.4
D069,17,60.5
D069,18,58.6
D069,19,62.4
D069,20,60.5
D069,21,59.4
D069,22,59.8
D069,23,62.8
D069,24,86.7
D069,25,68.3
D069,26,56.5
D070,1,55.1
D070,2,51.8
D070,3,54.9
D070,4,42.3
D070,5,50.8
D070,6,36.9
D070,7,47.9
D070,8,51.4
D070,9,48.3
D070,10,46.0
D070,11,37.7
D070,12,65.1
D070,13,38.6
D070,14,52.3
D070,15,60.9
D070,16,31.4
D070,17,44.2
D070,18,39.8
D070,19,58.5
D070,20,47.6
D070,21,42.1
D070,22,50.3
D070,23,46.1
D070,24,35.1
D070,25,49.0
D070,26,43.0
D071,1,68.2
D071,2,63.6
D071,3,61.0
D071,4,83.1
D071,5,72.7
D071,6,63.6
D071,7,71.2
D071,8,65.4
D071,9,60.4
D071,10,63.3
D071,11,73.7
D071,12,65.8
D071,13,63.9
D071,14,62.7
D071,15,59.5
D071,16,59.5
D071,17,77.6
D071,18,62.6
D071,19,74.0
D071,20,68.8
D071,21,56.6
D071,22,55.6
D071,23,48.6
D071,24,52.4
D072,1,60.2
D072,2,36.2
D072,3,67.9
D072,4,54.5
D072,5,42.9
D072,6,51.6
D072,7,28.9
D072,8,44.9
D072,9,38.3
D072,10,37.6
D072,11,50.9
D072,12,41.9
D072,13,44.9
D072,14,38.1
D072,15,37.8
D072,16,28.8
D072,17,30.4
D072,18,32.9
D072,19,42.0
D072,20,34.9
D072,21,42.4
D072,22,20.8
D072,23,39.2
D072,24,28.9
D072,25,35.3
D072,26,34.3
D073,1,64.5
D073,2,62.4
D073,3,58.6
D073,4,62.4
D073,5,55.6
D073,6,51.0
D073,7,56.2
D073,8,52.3
D073,9,49.6
D073,10,54.3
D074,1,66.2
D074,2,53.5
D074,3,59.8
D074,4,70.7
D074,5,66.8
D074,6,79.9
D074,7,81.4
D074,8,67.1
D074,9,55.0
D074,10,58.3
D074,11,51.1
D074,12,61.0
D074,13,76.7
D074,14,42.2
D074,15,52.4
D074,16,57.1
D074,17,59.8
D074,18,62.5
D074,19,68.2
D074,20,62.1
D074,21,73.1
D074,22,61.4
D074,23,58.3
D074,24,68.6
D074,25,68.2
D074,26,55.1
D075,1,57.4
D075,2,58.3
D075,3,55.4
D075,4,56.7
D075,5,60.9
D075,6,62.3
D075,7,80.1
D075,8,68.1
D075,9,54.0
D075,10,67.4
D075,11,64.3
D075,12,53.8
D075,13,67.9
D075,14,65.1
D075,15,59.2
D075,16,64.0
D075,17,65.2
D075,18,66.1
D075,19,81.8
D075,20,56.5
D075,21,71.7
D075,22,75.6
D075,23,57.4
D075,24,53.7
D075,25,58.4
D075,26,59.7
D076,1,87.6
D076,2,83.7
D076,3,86.5
D076,4,87.6
D076,5,93.1
D076,6,89.5
D076,7,84.3
D076,8,94.7
D076,9,92.8
D076,10,87.8
D076,11,93.5
D076,12,92.4
D076,13,83.3
D076,14,93.1
D076,15,94.0
D076,16,94.4
D076,17,80.9
D076,18,77.7
D076,19,75.4
D076,20,79.1
D076,21,84.1
D076,22,91.4
D076,23,87.9
D076,24,79.2
D076,25,87.4
D076,26,80.1
D077,1,63.2
D077,2,63.8
D077,3,48.6
D077,4,70.4
D077,5,57.3
D077,6,64.4
D077,7,64.5
D077,8,59.9
D077,9,63.2
D077,10,62.2
D077,11,59.2
D077,12,60.0
D077,13,67.9
D077,14,66.7
D077,15,62.2
D077,16,66.1
D077,17,62.8
D077,18,62.0
D077,19,59.6
D077,20,63.6
D077,21,69.3
D077,22,61.7
D077,23,64.5
D077,24,48.1
D077,25,64.1
D077,26,60.7
D078,1,33.2
D078,2,32.7
D078,3,27.3
D078,4,21.7
D078,5,6.8
D078,6,3.1
D078,7,12.0
D078,8,6.2
D078,9,0.0
D078,10,3.3
D079,1,80.6
D079,2,79.3
D079,3,90.4
D079,4,89.8
D079,5,95.3
D079,6,89.3
D079,7,93.0
D079,8,89.1
D079,9,75.1
D079,10,90.3
D079,11,80.8
D079,12,80.1
D079,13,79.8
D079,14,84.6
D079,15,88.6
D079,16,87.3
D079,17,78.2
D079,18,92.2
D079,19,79.8
D079,20,96.6
D079,21,85.7
D079,22,85.5
D079,23,82.1
D079,24,92.0
D079,25,94.6
D079,26,77.1
D080,1,75.8
D080,2,76.2
D080,3,88.4
D080,4,89.2
D080,5,83.1
D080,6,80.1
D080,7,89.9
D080,8,86.3
D080,9,86.6
D080,10,86.8
D080,11,94.0
D080,12,94.6
D080,13,91.0
D080,14,88.3
D080,15,91.7
D080,16,77.9
D080,17,95.5
D080,18,78.6
D080,19,85.1
D080,20,90.6
D080,21,76.9
D080,22,68.2
D081,1,84.2
D081,2,76.2
D081,3,87.7
D081,4,85.4
D081,5,95.1
D081,6,79.3
D081,7,81.1
D081,8,95.5
D081,9,75.7
D081,10,85.0
D081,11,79.7
D081,12,88.1
D081,13,76.3
D081,14,77.9
D081,15,80.2
D081,16,91.4
D081,17,78.1
D081,18,78.4
D081,19,80.0
D081,20,88.2
D081,21,81.0
D081,22,88.8
D081,23,74.3
D081,24,79.5
D081,25,97.2
D081,26,79.6
D082,1,22.5
D082,2,18.3
D082,3,7.0
D082,4,34.6
D082,5,12.8
D082,6,30.9
D082,7,24.1
D082,8,24.8
D082,9,36.4
D082,10,31.2
D082,11,53.6
D082,12,20.1
D082,13,25.0
D082,14,23.0
D082,15,33.3
D082,16,40.1
D082,17,27.5
D082,18,15.8
D082,19,41.9
D082,20,19.7
D082,21,33.1
D082,22,15.3
D082,23,28.1
D082,24,7.6
D082,25,30.3
D082,26,19.3
D083,1,47.4
D083,2,52.9
D083,3,48.6
D083,4,40.8
D083,5,44.9
D083,6,49.3
D083,7,51.2
D083,8,42.8
D083,9,64.3
D083,10,61.5
D083,11,34.2
D083,12,38.9
D083,13,40.8
D083,14,49.7
D083,15,41.6
D083,16,35.5
D083,17,58.5
D083,18,48.4
D083,19,42.9
D083,20,44.3
D083,21,40.1
D083,22,42.1
D083,23,35.7
D083,24,50.5
D083,25,58.2
D083,26,36.2
D084,1,67.5
D084,2,72.9
D084,3,73.7
D084,4,63.4
D084,5,70.3
D084,6,72.2
D084,7,61.8
D084,8,63.3
D084,9,63.0
D084,10,68.7
D084,11,74.4
D084,12,75.6
D084,13,85.4
D084,14,68.0
D084,15,78.4
D084,16,81.9
D084,17,62.4
D084,18,82.4
D084,19,66.4
D084,20,56.8
D084,21,63.4
D084,22,59.0
D084,23,67.4
D084,24,64.8
D084,25,63.8
D084,26,75.5
D085,1,54.3
D085,2,52.9
D085,3,49.3
D085,4,44.7
D085,5,41.6
D085,6,38.7
D085,7,33.4
D085,8,44.2
D085,9,40.4
D085,10,61.0
D085,11,44.5
D085,12,38.9
D085,13,46.9
D085,14,44.4
D085,15,50.1
D085,16,32.2
D085,17,46.3
D085,18,27.9
D085,19,24.2
D085,20,37.3
D085,21,44.3
D085,22,32.8
D085,23,35.7
D085,24,22.0
D085,25,49.2
D085,26,38.4
D086,1,80.6
D086,2,74.9
D086,3,69.4
D086,4,63.5
D086,5,83.3
D086,6,66.0
D086,7,62.7
D086,8,64.2
D086,9,59.5
D086,10,65.1
D086,11,68.7
D086,12,71.8
D086,13,83.3
D086,14,85.0
D086,15,84.3
D086,16,68.1
D086,17,72.4
D086,18,75.6
D086,19,80.7
D086,20,59.6
D086,21,68.8
D086,22,74.5
D086,23,61.2
D086,24,77.0
D086,25,67.4
D086,26,80.4
D087,1,65.3
D087,2,60.2
D087,3,62.0
D087,4,64.5
D087,5,64.9
D087,6,64.8
D087,7,58.7
D087,8,68.0
D087,9,72.9
D087,10,66.9
D087,11,60.1
D087,12,55.8
D087,13,57.6
D087,14,61.0
D087,15,58.2
D087,16,65.5
D087,17,61.9
D087,18,61.8
D087,19,65.2
D087,20,64.5
D087,21,56.4
D087,22,59.7
D087,23,60.7
D087,24,58.6
D087,25,60.1
D087,26,59.9
D088,1,93.0
D088,2,82.6
D088,3,77.1
D088,4,84.2
D088,5,75.5
D088,6,90.5
D088,7,86.3
D088,8,86.0
D088,9,90.5
D088,10,90.1
D088,11,78.1
D088,12,92.8
D088,13,86.6
D088,14,73.5
D088,15,88.8
D088,16,86.4
D088,17,88.0
D088,18,98.6
D088,19,80.9
D088,20,87.3
D088,21,73.8
D088,22,90.0
D088,23,96.6
D088,24,87.5
D088,25,87.7
D088,26,74.1
D089,1,84.4
D089,2,100.0
D089,3,94.0
D089,4,94.1
D089,5,89.0
D089,6,95.3
D089,7,94.4
D089,8,83.7
D089,9,84.4
D089,10,82.2
D089,11,92.6
D089,12,92.3
D089,13,92.0
D089,14,95.7
D089,15,85.4
D089,16,83.2
D089,17,94.0
D089,18,88.3
D089,19,78.4
D089,20,92.6
D089,21,67.9
D089,22,90.5
D089,23,94.0
D089,24,80.5
D089,25,79.4
D089,26,88.0
D090,1,69.1
D090,2,68.4
D090,3,57.6
D090,4,56.8
D090,5,51.1
D090,6,59.4
D090,7,54.1
D090,8,61.0
D090,9,74.0
D090,10,51.2
D090,11,66.9
D090,12,61.7
D090,13,67.7
D090,14,68.5
D090,15,66.6
D090,16,60.7
D090,17,73.7
D090,18,56.8
D090,19,62.0
D090,20,64.6
D090,21,51.7
D090,22,58.8
D090,23,62.4
D090,24,65.2
D090,25,48.0
D090,26,58.2
D091,1,11.2
D091,2,8.9
D091,3,5.3
D091,4,39.4
D091,5,22.9
D091,6,25.6
D091,7,3.1
D091,8,17.6
D091,9,7.7
D091,10,14.3
D091,11,17.5
D091,12,19.3
D091,13,20.3
D091,14,19.2
D091,15,15.7
D091,16,24.8
D091,17,17.6
D091,18,23.0
D091,19,20.4
D091,20,18.1
D091,21,15.1
D091,22,6.6
D091,23,28.2
D091,24,17.4
D091,25,4.2
D091,26,3.7
D092,1,16.3
D092,2,8.5
D092,3,12.2
D092,4,9.2
D092,5,11.7
D092,6,14.9
D092,7,22.9
D092,8,20.2
D092,9,3.5
D092,10,10.5
D092,11,18.3
D092,12,4.6
D092,13,10.6
D092,14,15.2
D092,15,23.9
D092,16,13.1
D092,17,15.7
D092,18,17.8
D092,19,19.1
D092,20,19.9
D092,21,14.4
D092,22,20.5
D092,23,12.5
D092,24,5.3
D092,25,11.2
D092,26,2.3
D093,1,95.2
D093,2,88.6
D093,3,84.3
D093,4,95.5
D093,5,80.8
D093,6,81.8
D093,7,78.1
D093,8,80.5
D093,9,89.9
D093,10,79.4
D093,11,73.4
D093,12,88.6
D093,13,86.9
D093,14,80.4
D093,15,81.8
D093,16,77.6
D093,17,91.7
D093,18,88.8
D093,19,88.7
D093,20,90.3
D093,21,74.8
D093,22,82.9
D093,23,78.7
D093,24,91.8
D093,25,80.9
D093,26,83.1
D094,1,84.5
D094,2,76.1
D094,3,83.6
D094,4,86.4
D094,5,82.8
D094,6,83.8
D094,7,80.8
D094,8,88.9
D094,9,80.4
D094,10,86.1
D094,11,83.6
D094,12,88.8
D094,13,87.0
D094,14,86.4
D094,15,76.6
D094,16,90.1
D094,17,81.0
D094,18,78.8
D094,19,83.7
D094,20,89.7
D094,21,80.5
D094,22,77.1
D094,23,72.7
D094,24,83.7
D094,25,87.9
D094,26,81.7
D095,1,59.6
D095,2,60.3
D095,3,54.1
D095,4,60.1
D095,5,62.3
D095,6,69.1
D095,7,59.7
D095,8,73.5
D095,9,61.4
D095,10,59.5
D095,11,55.2
D095,12,54.7
D095,13,52.2
D095,14,59.9
D095,15,60.6
D095,16,64.4
D095,17,65.4
D095,18,61.3
D095,19,61.8
D095,20,60.7
D095,21,52.7
D095,22,65.7
D095,23,58.9
D095,24,59.8
D095,25,64.4
D095,26,62.9
D096,1,86.2
D096,2,69.8
D096,3,67.1
D096,4,70.9
D096,5,68.7
D096,6,68.9
D096,7,59.4
D096,8,64.1
D096,9,67.2
D096,10,63.0
D096,11,58.7
D096,12,74.9
D096,13,68.8
D096,14,53.0
D096,15,67.1
D096,16,66.4
D096,17,70.8
D096,18,65.8
D096,19,65.3
D096,20,66.3
D096,21,68.8
D096,22,62.8
D096,23,55.7
D096,24,58.6
D096,25,69.3
D096,26,66.5
D097,1,94.5
D097,2,88.5
D097,3,74.1
D097,4,80.7
D097,5,74.9
D097,6,90.2
D097,7,84.2
D097,8,71.8
D097,9,87.0
D097,10,78.4
D097,11,76.3
D098,1,36.0
D098,2,56.2
D098,3,52.7
D098,4,57.5
D098,5,50.6
D098,6,56.4
D098,7,52.2
D098,8,43.4
D098,9,49.2
D098,10,41.8
D098,11,43.9
D098,12,33.9
D098,13,36.4
D098,14,39.8
D098,15,23.3
D098,16,57.3
D098,17,47.0
D098,18,43.3
D098,19,47.7
D098,20,31.3
D098,21,32.8
D098,22,39.1
D098,23,31.8
D098,24,36.1
D098,25,59.4
D098,26,39.7
D099,1,65.8
D099,2,70.7
D099,3,76.6
D099,4,61.6
D099,5,68.3
D099,6,61.3
D099,7,74.3
D099,8,66.8
D099,9,65.2
D099,10,60.3
D099,11,62.4
D099,12,65.0
D099,13,74.9
D099,14,60.6
D099,15,64.9
D099,16,62.9
D099,17,74.3
D099,18,63.2
D099,19,65.7
D099,20,72.4
D099,21,69.0
D099,22,68.9
D099,23,59.9
D099,24,67.2
D099,25,56.4
D099,26,64.1
D100,1,87.7
D100,2,89.6
D100,3,76.9
D100,4,83.5
D100,5,94.0
D100,6,89.1
D100,7,89.1
D100,8,76.5
D100,9,77.1
D100,10,84.5
D100,11,93.2
D100,12,85.5
D100,13,76.5
D100,14,78.5
D100,15,78.6
D100,16,76.7
D100,17,86.4
D100,18,92.4
D100,19,79.1
D100,20,91.0
D100,21,88.8
D100,22,79.3
D100,23,88.7
D100,24,92.6
D100,25,79.3
D100,26,92.4
D101,1,85.0
D101,2,80.4
D101,3,79.4
D101,4,97.0
D101,5,94.4
D101,6,80.8
D101,7,89.2
D101,8,85.0
D101,9,88.5
D101,10,86.2
D101,11,95.3
D101,12,91.5
D101,13,81.7
D101,14,92.4
D101,15,98.2
D101,16,92.4
D101,17,94.3
D101,18,96.9
D101,19,91.8
D101,20,69.7
D101,21,88.8
D101,22,84.0
D101,23,80.9
D101,24,84.5
D101,25,88.3
D101,26,87.6
D102,1,80.8
D102,2,90.4
D102,3,79.7
D102,4,73.8
D102,5,86.4
D102,6,79.4
D102,7,75.1
D102,8,76.3
D102,9,90.0
D103,1,74.2
D103,2,61.9
D103,3,67.5
D103,4,63.7
D103,5,56.5
D103,6,63.3
D103,7,58.9
D103,8,58.5
D103,9,77.7
D103,10,60.6
D103,11,60.5
D103,12,63.2
D103,13,57.4
D103,14,78.6
D103,15,71.1
D103,16,51.6
D103,17,67.2
D103,18,59.6
D103,19,68.6
D103,20,70.7
D103,21,70.0
D103,22,77.9
D103,23,58.0
D103,24,67.8
D103,25,82.7
D103,26,68.5
D104,1,72.4
D104,2,63.0
D104,3,61.9
D104,4,61.3
D104,5,56.7
D104,6,63.7
D104,7,59.7
D104,8,67.6
D104,9,76.2
D104,10,75.3
D104,11,55.9
D104,12,59.0
D104,13,46.7
D104,14,50.4
D104,15,58.8
D104,16,69.2
D104,17,71.6
D104,18,59.7
D104,19,62.6
D104,20,56.2
D104,21,74.0
D104,22,56.5
D104,23,66.9
D104,24,45.9
D104,25,61.5
D104,26,60.9
D105,1,65.1
D105,2,65.8
D105,3,69.7
D105,4,61.8
D105,5,59.3
D105,6,66.6
D105,7,68.7
D105,8,67.3
D105,9,61.3
D105,10,65.6
D105,11,64.5
D105,12,71.9
D105,13,68.7
D105,14,65.3
D105,15,66.4
D105,16,79.7
D105,17,64.5
D105,18,63.4
D105,19,66.6
D105,20,69.5
D105,21,62.4
D105,22,59.7
D105,23,68.5
D105,24,63.9
D105,25,57.2
D105,26,64.6
D106,1,56.5
D106,2,48.3
D106,3,45.1
D106,4,48.6
D106,5,36.3
D106,6,41.7
D106,7,40.3
D106,8,48.4
D106,9,47.0
D106,10,35.5
D106,11,47.5
D106,12,40.4
D106,13,57.4
D106,14,37.5
D106,15,30.3
D106,16,22.0
D106,17,38.1
D106,18,39.5
D106,19,33.2
D106,20,35.9
D106,21,37.7
D106,22,19.6
D106,23,23.9
D106,24,24.4
D106,25,32.3
D106,26,13.7
D107,1,88.4
D107,2,77.5
D107,3,78.5
D107,4,89.6
D107,5,79.7
D107,6,77.5
D107,7,77.5
D107,8,76.5
D107,9,74.3
D107,10,69.8
D107,11,78.8
D108,1,21.3
D108,2,25.9
D108,3,20.5
D108,4,38.6
D108,5,19.8
D108,6,16.2
D108,7,31.7
D108,8,21.3
D108,9,17.1
D108,10,39.6
D108,11,19.8
D108,12,52.2
D108,13,23.7
D108,14,11.2
D108,15,28.8
D108,16,31.1
D108,17,4.9
D108,18,9.7
D108,19,5.4
D108,20,8.6
D108,21,0.0
D108,22,0.0
D108,23,2.4
D109,1,65.7
D109,2,63.1
D109,3,52.5
D109,4,53.9
D109,5,62.6
D109,6,70.6
D109,7,64.6
D109,8,65.5
D109,9,81.0
D109,10,56.6
D109,11,76.6
D109,12,60.5
D109,13,64.3
D109,14,59.1
D109,15,65.1
D109,16,56.0
D109,17,62.8
D109,18,62.0
D109,19,47.8
D109,20,65.5
D109,21,43.1
D109,22,49.8
D109,23,47.7
D109,24,47.7
D110,1,84.3
D110,2,94.0
D110,3,83.8
D110,4,87.3
D110,5,88.8
D110,6,85.9
D110,7,96.6
D110,8,79.1
D110,9,89.4
D110,10,92.0
D110,11,78.6
D110,12,86.6
D110,13,92.9
D110,14,95.3
D110,15,80.9
D110,16,81.0
D110,17,90.1
D110,18,94.4
D110,19,75.3
D110,20,87.6
D110,21,83.6
D110,22,84.9
D110,23,84.3
D110,24,92.6
D110,25,83.2
D110,26,87.7
D111,1,10.4
D111,2,21.5
D111,3,24.0
D111,4,4.8
D111,5,9.5
D111,6,25.7
D111,7,12.0
D111,8,19.3
D111,9,8.7
D111,10,5.1
D111,11,0.0
D111,12,2.1
D111,13,0.0
D111,14,0.0
D111,15,0.0
D111,16,4.9
D112,1,66.3
D112,2,62.0
D112,3,66.0
D112,4,65.0
D112,5,66.5
D112,6,69.2
D112,7,61.6
D112,8,61.1
D112,9,66.8
D112,10,60.3
D112,11,65.9
D112,12,64.0
D112,13,52.8
D112,14,61.9
D112,15,66.0
D112,16,66.0
D112,17,68.3
D112,18,61.0
D112,19,60.4
D112,20,52.9
D112,21,51.7
D112,22,55.3
D112,23,67.0
D113,1,83.3
D113,2,93.6
D113,3,81.7
D113,4,90.2
D113,5,84.4
D113,6,78.9
D113,7,73.9
D113,8,98.5
D113,9,96.5
D113,10,89.9
D113,11,95.6
D113,12,92.3
D113,13,90.0
D113,14,91.0
D113,15,80.3
D113,16,76.7
D113,17,81.6
D113,18,94.0
D113,19,86.5
D113,20,88.0
D113,21,90.9
D113,22,84.3
D113,23,81.9
D113,24,82.7
D113,25,93.8
D113,26,92.3
D114,1,19.0
D114,2,15.0
D114,3,29.2
D114,4,28.0
D114,5,16.7
D114,6,14.9
D114,7,20.8
D114,8,27.7
D114,9,26.1
D114,10,12.6
D114,11,16.9
D114,12,22.9
D114,13,17.6
D114,14,28.7
D114,15,24.6
D114,16,24.3
D114,17,17.2
D114,18,21.8
D114,19,22.8
D114,20,30.5
D114,21,26.1
D114,22,28.4
D114,23,25.1
D114,24,32.1
D114,25,21.7
D114,26,4.6
D115,1,47.0
D115,2,43.1
D115,3,47.0
D115,4,53.3
D115,5,37.5
D115,6,51.9
D115,7,45.6
D115,8,43.3
D115,9,46.4
D115,10,39.9
D115,11,51.3
D115,12,40.7
D115,13,31.0
D115,14,24.5
D115,15,37.1
D115,16,56.6
D115,17,43.7
D115,18,48.1
D115,19,33.8
D115,20,36.3
D115,21,32.4
D115,22,30.1
D115,23,44.8
D115,24,16.1
D115,25,26.7
D115,26,37.8
D116,1,25.1
D116,2,19.3
D116,3,22.8
D116,4,19.3
D116,5,25.0
D116,6,29.9
D116,7,11.7
D116,8,27.4
D116,9,28.6
D116,10,17.5
D116,11,6.7
D116,12,6.5
D116,13,8.0
D116,14,5.4
D116,15,0.0
D116,16,0.0
D117,1,70.2
D117,2,59.1
D117,3,63.8
D117,4,69.1
D117,5,66.1
D117,6,83.2
D117,7,66.0
D117,8,64.8
D117,9,62.1
D117,10,72.5
D117,11,67.6
D117,12,59.4
D117,13,64.7
D117,14,70.5
D117,15,67.8
D117,16,72.7
D117,17,65.6
D117,18,85.2
D117,19,58.4
D117,20,64.7
D117,21,61.1
D117,22,68.0
D117,23,67.3
D117,24,62.4
D117,25,63.1
D117,26,58.3
D118,1,65.7
D118,2,66.4
D118,3,62.0
D118,4,57.0
D118,5,56.5
D118,6,63.5
D118,7,79.3
D118,8,61.9
D118,9,64.8
D118,10,55.9
D118,11,63.6
D118,12,73.2
D118,13,67.7
D118,14,66.2
D118,15,60.6
D118,16,60.5
D118,17,57.6
D118,18,64.3
D118,19,53.8
D118,20,67.7
D118,21,57.4
D118,22,60.7
D118,23,62.7
D118,24,66.1
D118,25,61.2
D118,26,67.1
D119,1,84.1
D119,2,98.5
D119,3,73.0
D119,4,88.1
D119,5,80.9
D119,6,80.3
D119,7,93.7
D119,8,88.2
D119,9,80.2
D119,10,83.5
D119,12,76.0
D119,13,73.9
D119,14,80.9
D119,15,67.9
D120,1,96.0
D120,2,92.1
D120,3,88.5
D120,4,85.1
D120,5,89.3
D120,6,80.8
D120,7,95.1
D120,8,77.8
D120,9,93.5
D120,10,78.3
D120,11,96.8
D120,12,78.2
D120,13,73.6
D120,14,76.2
D120,15,83.4
D120,16,93.4
D120,17,87.0
D120,18,88.5
D120,19,80.8
D120,20,91.1
D120,21,83.9
D120,22,92.7
D120,23,100.0
D120,24,78.2
D120,25,76.6
D120,26,79.3
D121,1,76.2
D121,2,80.2
D121,3,90.1
D121,4,74.9
D121,5,80.5
D121,6,78.5
D121,7,95.5
D121,8,76.8
D121,9,86.9
D121,10,88.3
D121,11,78.3
D121,12,85.6
D121,13,85.5
D121,14,87.6
D121,15,68.3
D121,16,87.5
D122,1,60.0
D122,2,64.2
D122,3,46.8
D122,4,50.0
D122,5,68.7
D122,6,42.1
D122,7,54.9
D122,8,54.8
D122,9,62.7
D122,10,42.5
D122,11,64.8
D122,12,48.4
D122,13,53.8
D122,14,52.8
D122,15,54.1
D122,16,58.9
D122,17,40.8
D122,18,36.5
D122,19,59.9
D122,20,37.0
D122,21,43.3
D122,22,27.6
D122,23,24.1
D122,24,32.9
D122,25,51.9
D122,26,34.3
D123,1,70.3
D123,2,68.9
D123,3,92.0
D123,4,57.7
D123,5,71.6
D123,6,67.5
D123,7,61.1
D123,8,65.2
D123,9,54.1
D123,10,71.5
D123,11,62.0
D123,12,58.8
D123,13,74.2
D123,14,46.2
D123,15,60.7
D123,16,46.9
D123,17,45.5
D124,1,14.7
D124,2,22.3
D124,3,8.2
D124,4,11.7
D124,5,4.9
D124,6,8.6
D124,7,15.1
D124,8,30.8
D124,9,5.2
D124,10,8.1
D124,11,12.2
D124,12,14.6
D124,13,16.3
D124,14,16.2
D124,15,21.1
D124,16,3.7
D124,17,23.5
D124,18,24.0
D124,19,28.9
D124,20,8.6
D124,21,17.1
D124,22,15.4
D124,23,6.4
D124,24,12.2
D124,25,34.3
D124,26,25.9
D125,1,94.6
D125,2,78.5
D125,3,83.2
D125,4,88.3
D125,5,86.1
D125,6,88.3
D125,7,90.3
D125,8,94.2
D125,9,88.4
D125,10,86.3
D125,11,98.1
D125,12,98.0
D125,13,82.8
D125,14,92.5
D125,15,89.8
D125,16,89.0
D125,17,100.0
D125,18,88.6
D125,19,85.0
D125,20,98.4
D125,21,98.0
D125,22,86.0
D125,23,86.9
D125,24,81.5
D125,25,97.3
D125,26,85.7
D126,1,66.3
D126,2,61.7
D126,3,65.7
D126,4,61.0
D126,5,65.1
D126,6,63.9
D126,7,67.5
D126,8,73.2
D126,9,72.8
D126,10,63.3
D126,11,63.9
D126,12,69.1
D126,13,80.2
D126,14,70.3
D126,15,63.7
D126,16,61.7
D126,17,57.0
D126,18,68.0
D126,19,65.4
D126,20,79.4
D126,21,62.4
D126,22,73.1
D126,23,66.5
D126,24,69.5
D126,25,67.8
D126,26,58.6
D127,1,56.7
D127,2,75.4
D127,3,63.0
D127,4,63.1
D127,5,86.5
D127,6,64.0
D127,7,68.2
D127,8,62.5
D127,9,66.5
D127,10,57.6
D127,11,58.9
D127,12,48.8
D127,13,68.0
D127,14,70.5
D127,15,68.6
D127,16,60.2
D127,17,70.5
D127,18,73.0
D127,19,65.6
D127,20,62.5
D127,21,70.1
D127,22,61.8
D127,23,59.8
D127,24,54.9
D127,25,83.8
D127,26,63.2
D128,1,15.1
D128,2,14.5
D128,3,2.8
D128,4,9.3
D128,5,4.9
D128,6,16.2
D128,7,22.3
D128,8,7.0
D128,9,10.4
D128,10,8.8
D128,11,16.8
D128,12,10.3
D128,13,11.4
D128,14,3.6
D128,15,4.8
D128,16,21.4
D128,17,6.3
D128,18,18.4
D128,19,9.6
D128,20,11.4
D128,21,11.5
D128,22,19.7
D128,23,6.6
D128,24,13.4
D128,25,12.1
D128,26,17.6
D129,1,88.9
D129,2,83.6
D129,3,75.1
D129,4,83.7
D129,5,75.8
D129,6,96.4
D129,7,89.1
D129,8,93.6
D129,9,91.7
